,NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1630,ORLEN,PLPKN0000018,,30.18,27.68,28.21,23.64,36.22,67.06,111.37,93.71,100.94,38.01,74.82,102.72,76.37,101.63,79.8,95.59,102.35,144.55,223.27,210.92,145.9,125.12,146.73,128.9,154.69,130.67
1631,PKO BANK,PLPKO0000016,,,,,,,34.78,43.29,69.0,81.66,33.7,68.54,78.31,62.69,65.22,78.14,57.26,35.62,47.17,82.65,66.32,57.38,51.04,78.63,52.27,94.88,119.94
1632,STALPRODUKT,PLSTLPD00017,10.78,8.58,13.59,12.71,12.82,33.53,122.28,158.02,1292.03,1646.94,368.94,909.58,579.87,483.94,345.69,341.53,514.19,333.06,860.43,902.17,504.16,297.59,487.69,430.32,437.89,377.49,356.56
1633,ORANGE POLSKA,PLTLKPL00017,42.25,40.34,39.32,22.27,19.93,25.02,38.09,43.99,56.54,66.53,41.26,44.46,52.52,52.08,41.59,37.64,28.53,19.64,17.26,22.88,19.83,23.17,23.1,26.01,22.28,31.69,29.03
1640,MMC NORILSK NICKEL,RU0007288411,,,,4.49,6.69,18.98,16.39,28.02,58.76,86.63,14.38,55.72,94.45,72.1,78.26,66.77,82.06,64.64,105.41,134.79,154.23,275.56,295.92,284.42,228.93,196.71,196.71
1641,URALKALI,RU0007661302,,,,,,,,,,5.85,0.94,3.74,6.8,6.58,7.33,4.68,2.33,2.08,2.74,1.99,1.28,1.28,1.28,1.28,1.28,1.28,1.28
1642,GAZPROM,RU0007661625,,,2.68,6.41,7.75,16.32,30.23,85.71,119.42,137.95,35.96,71.27,80.66,71.78,58.14,51.29,27.02,23.72,37.19,40.6,41.95,64.81,55.6,89.05,60.41,48.71,48.71
1643,ROSTELECOM,RU0008943394,3.98,12.49,6.25,6.66,7.49,13.66,12.24,15.18,53.84,78.27,56.34,35.72,39.86,35.32,29.54,22.91,9.36,8.72,11.87,10.63,11.13,14.34,14.79,11.18,10.45,11.02,11.02
1644,NK LUKOIL,RU0009024277,3.65,11.19,10.29,14.61,14.95,28.22,36.01,91.44,97.85,87.28,39.6,73.13,88.25,81.76,98.63,85.59,65.12,54.87,104.2,132.86,168.29,228.24,173.05,237.94,171.7,278.44,278.44
1645,SBERBANK OF RUSSIA,RU0009029540,0.68,3.42,2.25,7.58,17.79,27.47,49.48,144.99,334.36,359.41,43.08,290.89,352.84,308.95,372.64,282.36,97.78,131.78,323.55,530.25,406.46,525.33,498.5,520.11,344.84,515.25,515.25
1646,TATNEFT,RU0009033591,,,,3.45,5.23,8.4,11.18,31.73,30.61,36.67,12.46,38.47,47.0,49.71,64.86,49.71,39.24,40.38,68.81,116.93,153.12,166.87,95.18,99.86,83.42,161.75,161.75
1647,SEVERSTAL,RU0009046510,,,,,,,,5.79,6.25,11.15,1.55,6.95,11.2,8.8,7.95,5.15,7.04,6.55,14.25,16.69,18.5,19.17,25.53,35.97,24.83,31.43,31.43
1648,GAZPROM NEFT,RU0009062467,,4.11,3.74,15.37,33.96,67.27,70.83,121.78,118.56,160.12,61.72,161.05,151.3,166.25,171.77,153.22,94.16,80.5,170.4,242.84,275.27,386.99,253.36,441.56,497.1,793.4,793.4
1649,MAGNITOGORSK IOSTL.WORKS,RU0009084396,,,,,,,,3.09,5.41,6.73,1.17,6.26,7.77,3.15,2.46,1.35,1.38,1.77,5.3,6.64,6.22,7.45,8.08,10.53,7.07,8.56,8.56
1650,TMK OAO,RU000A0B6NK6,,,,,,,,,,4.0,4.0,1.97,2.32,1.33,1.48,1.28,1.28,1.28,0.7,0.82,0.82,0.51,0.51,0.8,1.24,2.59,2.59
1651,NOVATEK,RU000A0DKVS5,,,,,,,3.68,9.2,19.27,23.29,6.39,21.97,39.56,48.57,42.22,41.84,26.83,31.47,50.94,54.01,72.72,77.85,78.89,97.36,73.58,85.61,85.61
1652,SISTEMA JSFC,RU000A0DQZE3,,,,,,,,,,4.87,4.87,2.68,2.97,2.64,2.75,3.85,0.69,0.77,1.44,0.87,0.61,1.22,1.87,1.13,0.79,0.84,0.84
1653,OC ROSNEFT,RU000A0J2Q06,,,,,,,,,4.44,3.62,1.52,4.03,4.44,3.93,4.66,3.73,1.95,2.07,4.14,3.86,4.22,5.4,4.78,5.9,4.3,6.2,6.2
1654,VTB BANK,RU000A0JP5V6,,,,,,,,,,1.7,1.7,1.17,1.63,1.13,0.89,0.63,0.63,0.63,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
1655,FED.HYGN.CO. RUSHYDRO,RU000A0JPKH7,,,,,,,,,,,0.76,2.06,2.52,1.89,1.24,0.79,0.79,0.79,1.0,0.77,0.77,0.72,0.71,0.7,0.87,0.7,0.7
1720,BANGKOK BANK,TH0001010006,9.29,11.91,7.15,8.16,9.6,17.41,20.78,21.4,23.87,28.43,16.11,28.02,43.6,45.03,66.35,50.64,56.99,42.17,52.82,73.19,77.64,53.77,46.22,51.45,63.74,52.98,62.83
1721,SIAM CEMENT,TH0003010Z04,22.83,25.38,11.19,21.52,46.88,95.57,110.8,110.66,126.23,130.23,61.22,145.57,236.49,270.5,373.78,319.59,396.51,313.32,414.68,460.17,453.0,365.05,419.73,396.28,368.83,284.12,165.27
1722,KASIKORNBANK,TH0016010009,13.09,15.33,8.67,7.35,9.86,18.55,19.81,23.99,25.63,38.27,18.88,38.59,61.49,69.01,114.63,87.59,117.0,80.98,97.17,134.5,120.22,84.9,87.37,92.63,91.71,74.14,106.38
1723,SIAM CITY CEMENT,TH0021010Z06,8.7,13.62,10.36,11.61,19.42,22.5,26.59,40.11,33.53,36.18,18.11,35.03,39.49,51.26,86.0,68.91,84.92,52.39,57.61,66.93,61.37,49.87,40.01,43.89,46.51,38.96,52.05
1724,BANK OF AYUDHYA,TH0023010000,4.56,5.33,3.17,1.85,2.54,4.01,4.93,6.38,8.37,11.45,3.89,9.24,13.5,12.89,19.22,17.92,36.91,15.66,20.89,29.23,23.99,18.1,21.58,22.93,21.04,16.82,15.79
1725,TMBTHANACHART BANK,TH0068010Z07,2.94,4.54,2.77,1.65,1.06,1.59,1.53,1.76,1.09,0.77,0.77,0.77,1.34,1.13,1.61,1.46,2.02,1.55,1.51,2.11,1.65,1.22,1.0,1.19,1.32,1.61,1.97
1726,THANACHART CAPITAL,TH0083B10Z02,4.22,5.23,3.53,4.29,5.05,5.64,6.36,6.41,6.3,8.63,4.41,13.76,23.2,20.98,33.69,24.76,27.88,29.55,41.17,58.6,57.17,62.98,44.0,53.8,62.35,72.82,79.65
1727,CHAROEN POKPHAND FOODS,TH0101A10Z01,6.69,23.95,15.57,24.18,19.04,19.26,20.47,32.5,31.44,31.3,23.47,92.29,197.81,336.51,363.06,271.74,240.72,173.59,269.84,261.31,312.41,329.99,345.14,296.71,290.67,218.36,258.33
1728,MINOR INTERNATIONAL,TH0128B10Z09,7.21,7.31,5.31,6.76,12.02,21.02,30.82,60.21,120.18,185.44,88.31,145.19,152.62,168.87,367.5,330.79,555.05,520.49,564.31,806.0,714.39,576.03,506.7,547.78,609.49,528.35,448.12
1729,LAND AND HOUSES,TH0143010Z08,13.62,14.47,12.99,26.94,50.47,75.33,76.63,76.63,65.36,80.75,32.17,63.83,72.2,89.79,174.02,126.65,155.0,142.95,178.25,258.57,251.35,229.79,225.4,266.9,290.17,221.46,144.54
1730,BANPU,TH0148A10Z06,4.84,6.06,3.76,6.75,8.76,34.87,51.74,44.6,71.01,181.49,92.32,239.58,384.47,318.28,222.34,145.03,137.52,85.98,147.08,192.16,152.08,95.44,115.92,129.05,146.83,82.73,70.95
1731,KRUNG THAI BANK,TH0150010Z03,4.42,5.66,3.83,2.53,2.13,3.2,3.23,4.0,4.73,4.19,1.63,4.53,8.37,8.32,14.77,9.66,13.8,9.91,11.6,14.27,14.66,12.31,10.0,10.91,14.62,12.87,19.98
1732,BUMRUNGRAD HOSPITAL,TH0168A10Z01,,,,,,1.9,2.89,5.59,7.43,8.08,4.6,6.74,8.26,12.19,21.78,21.6,41.49,54.95,45.24,57.19,53.85,38.24,39.96,41.87,65.05,68.58,52.67
1733,THAI AIRWAYS INTL.,TH0245010002,2.39,2.51,1.59,1.13,1.43,2.48,2.7,2.14,2.92,2.46,0.5,1.36,3.03,1.95,1.98,1.12,1.19,0.61,1.6,1.35,1.1,1.1,1.1,1.1,1.1,1.1,1.1
1734,BANGKOK DUSIT MED.SVS.,TH0264A10Z04,1.47,2.37,1.48,2.37,3.63,9.43,25.36,37.51,62.56,56.6,30.55,47.33,107.8,167.43,312.77,254.02,409.48,437.99,462.28,529.53,575.6,607.64,552.23,555.89,757.89,673.55,596.99
1735,ADVANCED INFO SER.,TH0268010Z03,17.85,27.35,28.24,24.05,21.73,55.53,85.24,82.05,72.15,109.48,81.58,105.44,133.26,273.2,412.05,402.64,491.7,323.24,335.69,474.97,457.58,543.8,492.04,596.16,553.96,598.86,816.58
1736,HANA MICROELECTRONICS,TH0324B10Z01,6.68,20.13,14.46,13.57,10.75,22.1,22.94,29.02,30.44,26.62,14.9,34.53,47.8,36.01,51.58,55.28,89.7,63.65,102.71,115.2,102.18,108.38,183.38,229.07,211.01,149.48,73.42
1737,PTT EXPLORATION & PRDN.,TH0355A10Z04,15.24,13.08,11.09,11.09,13.76,32.45,38.42,72.33,74.01,129.13,80.0,120.99,166.16,180.46,190.1,165.24,125.19,56.84,107.71,157.84,166.07,176.18,163.57,183.03,260.83,228.76,210.17
1738,THAI UNION GROUP,TH0450010Y08,13.76,13.75,12.32,24.75,24.31,42.1,46.62,51.89,47.53,47.07,45.16,88.83,134.96,206.91,238.86,221.08,292.66,239.36,270.21,308.55,295.28,240.53,244.65,340.15,284.32,265.88,219.06
1739,ELECTRICITY GENERATING,TH0465010005,2.89,1.65,1.45,1.87,2.03,4.69,5.66,5.65,7.95,8.85,6.22,7.86,11.92,11.12,20.19,16.11,21.62,20.37,26.35,33.49,41.83,49.78,31.17,28.15,29.94,22.3,19.63
1740,IRPC,TH0471010Y04,0.72,2.0,2.0,2.0,2.0,0.79,0.92,1.62,1.41,1.49,0.51,1.31,1.7,1.63,1.64,1.08,1.19,1.34,1.79,3.02,2.48,1.26,1.71,1.69,1.45,0.87,0.52
1741,CENTRAL PATTANA,TH0481B10Z00,0.81,1.28,1.12,2.08,4.38,8.72,8.5,16.18,25.06,30.7,14.82,23.61,36.89,57.32,124.12,100.71,122.11,109.18,145.13,242.47,239.16,180.11,158.98,159.35,217.56,183.68,158.25
1742,TOTAL ACCESS COMMS. DEAD - DELIST.01/03/23,TH0554010Z06,,,,,,,,,,3.24,1.98,2.48,3.42,7.76,11.05,11.69,11.8,4.37,5.53,7.11,7.2,6.75,5.74,7.97,8.76,8.76,8.76
1743,BEC WORLD,TH0592010Z06,1.73,3.31,2.22,2.26,2.15,2.05,1.98,1.63,3.02,4.02,2.84,4.21,6.11,8.99,17.2,10.18,11.3,6.53,4.18,3.17,1.5,1.3,2.27,3.46,2.7,1.12,1.02
1744,RATCH GROUP PCL,TH0637010Y00,,,2.19,2.63,3.44,7.07,8.41,8.65,11.27,12.41,10.79,10.97,14.33,16.84,25.81,18.96,25.05,19.16,21.27,26.95,28.7,35.89,28.77,24.72,27.41,18.94,19.03
1745,PTT,TH0646010Z00,,,,2.22,3.02,12.52,16.1,22.13,20.6,38.64,17.31,26.78,46.78,48.11,53.43,39.43,53.2,32.88,60.27,87.53,89.83,81.72,79.35,75.34,68.76,69.02,69.09
1746,CP ALL,TH0737010Y08,,,,,,2.71,2.69,3.22,3.3,7.01,6.87,16.07,29.76,45.73,77.53,59.59,65.07,60.76,89.52,136.28,134.06,120.67,109.08,107.67,117.08,89.53,91.29
1747,AIRPORTS OF THAILAND,TH0765010Z08,,,,,,,2.72,2.85,3.46,4.06,1.37,3.12,2.94,4.8,10.06,15.54,29.22,31.19,36.18,68.98,70.07,72.06,66.09,61.6,72.63,57.24,52.64
1748,THAI OIL,TH0796010005,,,,,,,3.04,3.74,4.25,6.28,1.92,3.73,7.09,6.93,8.74,5.85,6.01,6.85,8.26,14.02,10.73,7.74,8.94,7.61,9.25,8.49,4.47
1749,PTT GLOBAL CHEMICAL,TH1074010006,,,,,,,,,,,,,,4.02,5.14,4.51,3.75,3.03,4.36,7.3,5.62,4.25,5.56,4.88,4.57,2.99,1.88
1750,SCB X PUBLIC COMPANY LIMITED,THA790010005,,,,,,,,,,,,,,,,,,,,,,,,,2.85,2.85,3.87
1751,ANADOLU EFES BIRACILIK LTD.,TRAAEFES91A9,,,175.04,138.24,90.08,179.27,292.34,506.5,512.54,639.02,398.07,664.23,836.66,976.47,992.65,665.21,595.48,424.39,396.3,532.77,301.95,316.95,275.5,188.87,243.13,472.38,427.35
1752,AKBANK,TRAAKBNK91N6,29015.88,77362.0,46213.4,35683.56,40919.95,78064.23,130994.75,230863.26,216913.23,257051.53,121981.77,270087.0,307772.22,258428.8,328228.16,163694.05,245946.7,157980.26,157049.1,196189.26,111175.62,117462.16,76778.45,51793.37,71408.18,126859.98,182380.06
1753,ARCELIK,TRAARCLK91H5,353621.01,2050367.55,998158.34,757291.89,1057944.64,1661133.65,2225072.57,3395921.73,2688231.27,2474254.63,437912.4,2302431.7,3091206.45,2689968.65,4501159.27,3244118.34,4375176.74,3732562.07,4563196.46,3907448.35,2746667.72,2770434.52,3812364.13,3178806.07,4831864.0,4266584.23,3152071.78
1754,DOGAN SRKGRBU.HLDG.,TRADOHOL91Q8,15619.01,117094.26,46509.8,21730.02,13029.96,31001.86,57885.45,81271.79,79087.99,61220.35,27003.85,59963.16,56598.69,29177.53,48379.99,23608.39,23629.37,13943.36,17297.05,17326.08,16672.88,28613.81,50962.03,19487.55,40708.06,41779.63,35377.47
1755,EREGLI DEMIR CELIK,TRAEREGL91G3,160224.31,897590.27,388566.48,343738.8,260877.88,625918.17,1178180.46,1803643.04,2145810.35,3139499.64,1444975.56,3048057.56,3032873.65,3241177.53,2974864.23,2973864.85,4984397.05,3086540.61,5022123.55,9080064.98,5786661.61,6618985.89,9015041.08,10083866.4,11292464.01,8081456.83,6921282.24
1756,TKI.GARANTI BKSI.,TRAGARAN91N1,93234.15,313317.73,141286.56,124517.74,80880.5,185112.54,358919.29,703847.85,649507.36,1060672.77,346469.44,1177784.41,1275866.9,1083874.81,1476101.4,741746.05,1242629.46,726193.67,691323.59,991946.96,560907.13,640470.09,436620.31,300166.38,393102.16,763110.03,1319208.59
1757,TURKIYE IS BANKASI 'C',TRAISCTR91N2,126664.96,552641.76,481210.85,227937.9,98600.46,242915.96,443073.69,813906.49,652576.36,669196.92,289700.67,683443.21,775379.75,534546.86,927515.42,444132.51,754019.1,395337.02,434974.5,591720.99,330645.81,362700.73,258742.35,194447.65,363601.45,631878.81,733312.56
1758,KOC HOLDING,TRAKCHOL91Q8,653961.09,3356892.69,1832977.34,1341532.31,1026370.91,1831090.54,2265577.12,2659653.78,2404066.0,2777648.48,1090694.62,3309785.19,4421275.41,4157427.9,5884702.91,3776688.89,5862925.84,4546692.21,4763427.13,5757055.94,3971512.75,4083635.49,3630400.09,3163616.33,5160242.58,7653059.74,6394634.5
1759,FORD OTOMOTIV SANAYI,TRAOTOSN91H6,434392.05,1640877.1,1438540.36,1030923.05,902134.62,2375675.05,3157556.87,4480377.96,5323249.69,6113650.75,1715678.09,5872344.3,8106850.64,9696313.42,13182823.63,9894490.09,16366220.85,13753507.83,12232952.87,22181113.5,16145965.35,19260521.49,37130308.93,31452882.79,49819047.08,57577400.4,50554570.36
1760,HACI OMER SABANCI HLDG.,TRASAHOL91Q5,647.6,2254.17,1373.26,1031.61,745.28,1473.9,1811.26,3149.64,2913.64,2923.48,1275.95,3190.55,3264.48,3007.73,4433.28,2591.83,3385.9,2231.83,2172.04,2446.22,1479.87,1434.1,1392.14,1080.95,2035.16,2650.82,2880.93
1761,TKI.SISE VE CAM FKI.,TRASISEW91Q3,195708.56,1031659.57,517358.49,277647.81,196832.37,417785.29,887954.91,1150965.77,1190826.94,977048.4,390244.43,1001966.58,1589227.79,1757240.34,1817082.5,1151320.76,1816203.49,1316104.47,1595144.82,2132358.17,2207804.7,1642700.81,1906733.07,1902128.69,4002214.77,3149914.96,2001573.46
1762,TURKCELL ILETISIM HZM.,TRATCELL91M1,,,72.22,35.5,29.64,43.51,92.83,115.9,112.94,188.96,114.89,172.23,161.76,134.37,156.0,125.15,148.6,104.98,88.4,132.83,97.27,85.89,83.98,53.4,76.47,97.02,127.59
1763,TURK HAVA YOLLARI,TRATHYAO91M5,36647.68,123630.4,66666.15,28173.12,20895.3,28656.28,29289.44,32810.4,27673.96,32128.42,18649.47,103126.61,103833.49,57041.18,141872.32,131951.83,168755.0,108523.36,67629.6,195978.26,125537.59,102596.93,74406.63,91010.19,317445.08,409962.72,387454.81
1764,TUPRAS TKI.PEL.RFNE.,TRATUPRS91E8,246801.64,557962.86,254002.44,196477.75,118951.9,229734.36,354618.22,654130.51,675712.93,970404.02,402174.49,1054422.78,1464146.1,1402405.48,1812981.11,1166128.58,1628357.41,1764171.12,1746819.19,2505038.5,2495456.22,1975787.44,1472768.06,1319323.18,3093590.21,4248804.19,3677801.15
1765,ANADOLU GRUBU HOLDING A,TRAYAZIC91Q6,,,69.02,43.58,34.45,78.71,180.92,374.55,312.79,350.14,154.02,341.04,426.7,368.93,595.38,456.72,500.69,228.0,239.88,479.12,151.26,203.05,249.1,183.81,285.11,497.0,538.52
1766,YAPI VE KREDI BANKASI,TRAYKBNK91N6,820323.61,3182580.79,1699253.32,1156610.77,358269.83,737009.03,1607025.4,1955585.41,1913928.38,2441652.5,1091106.95,2520716.24,3229025.13,2025626.64,3112500.18,1440563.33,2296308.68,1346223.01,1124991.57,1322239.11,636524.73,829349.68,678466.8,555497.85,779476.54,1420035.64,1642751.0
1767,BIM BIRLESIK MAGAZALAR,TREBIMM00018,,,,,,,,111.67,216.03,310.11,228.29,535.23,804.02,801.78,1242.73,874.56,1044.11,912.87,761.65,1073.56,976.6,944.52,1197.06,667.8,854.0,1632.78,2061.17
1768,COCA COLA ICECEK,TRECOLA00011,,,,,,,,,107.01,130.82,64.98,119.74,175.21,194.95,351.93,310.93,304.9,160.88,157.87,142.97,98.46,125.87,176.5,144.42,168.47,321.65,302.49
1769,ENKA INSAAT VE SANAYI A,TREENKA00011,,219.83,127.18,157.65,99.84,185.28,218.3,283.86,525.63,1071.09,306.39,685.34,694.14,600.56,717.32,765.57,659.04,510.23,606.73,659.35,465.11,604.68,672.18,715.4,1023.53,929.15,976.09
1770,TAV HAVALIMANLARI,TRETAVH00018,,,,,,,,,,63.72,19.87,50.77,54.64,56.4,76.15,94.31,99.06,73.82,61.2,85.82,83.68,76.42,54.72,48.21,75.05,84.62,135.52
1771,TURKIYE HALK BANKASI,TRETHAL00019,,,,,,,,,,87.39,31.1,87.97,109.65,94.79,141.75,68.2,94.38,47.66,45.77,39.39,22.04,17.5,11.24,5.61,7.71,6.6,8.23
1772,TEKFEN HOLDING,TRETKHO00012,,,,,,,,,,91.89,26.59,80.1,93.26,77.7,94.63,47.55,54.65,30.71,50.93,110.98,122.14,89.47,77.11,56.47,54.46,49.36,60.07
1773,ULKER BISKUVI SANAYI,TREULKR00015,,,,,,,107.4,107.61,83.45,109.14,34.44,89.68,125.88,106.57,236.37,253.0,337.27,269.38,215.01,275.81,166.92,175.99,142.74,58.37,76.5,147.9,153.86
1774,TKI.VAKIFLAR BANKASI,TREVKFB00019,,,,,,,,106.11,95.91,95.82,26.79,100.71,99.82,68.61,120.93,57.39,96.8,51.13,56.02,79.32,37.17,45.72,25.35,11.89,18.74,19.3,30.44
1775,ASIA CEMENT,TW0001102002,5.53,9.3,6.02,2.88,5.21,6.83,8.57,8.84,15.41,27.56,14.88,20.82,26.77,31.11,35.85,37.36,38.94,26.99,30.91,37.31,45.1,60.18,63.32,74.15,72.32,68.58,69.19
1776,UNI-PRESIDENT ENTS.,TW0001216000,5.76,7.67,6.36,4.04,4.19,5.59,5.92,7.27,12.02,18.6,11.79,18.15,25.83,30.04,39.37,40.12,42.65,47.65,49.21,71.27,75.88,80.7,83.83,87.71,85.45,91.92,97.67
1777,FORMOSA PLASTICS,TW0001301000,7.41,13.63,10.61,9.39,10.99,14.65,17.42,18.5,21.61,32.41,21.24,34.04,59.64,53.89,52.87,53.13,51.71,49.62,64.84,81.42,83.22,81.22,89.68,107.65,92.94,76.53,34.48
1778,NAN YA PLASTICS,TW0001303006,9.64,20.94,13.65,10.34,13.56,18.72,21.78,25.0,31.36,40.93,22.03,43.43,68.16,55.69,54.6,60.05,58.84,52.08,73.73,89.18,86.08,83.82,94.25,122.41,110.98,91.2,43.77
1779,FORMOSA CHEMS.& FIBRE,TW0001326007,3.87,9.04,5.94,6.56,8.26,13.26,17.22,18.25,23.2,28.95,17.22,33.19,61.11,51.22,51.12,51.49,44.71,44.53,66.14,83.91,84.19,71.31,76.99,79.24,72.07,55.89,25.95
1780,FAR EASTERN NEW CENTURY,TW0001402006,3.86,13.45,5.79,2.75,3.47,4.7,6.31,6.59,9.02,16.09,7.53,12.94,22.84,18.6,18.13,17.32,17.8,13.39,16.55,17.87,19.87,20.2,21.99,24.9,27.55,26.23,25.6
1781,SHINKONG SYNTHETIC FIBER,TW0001409001,2.4,3.02,1.01,0.74,2.1,2.0,2.12,1.4,1.77,2.43,0.94,2.47,4.22,2.98,2.97,3.12,3.35,2.74,3.54,3.63,4.33,5.12,5.83,9.29,8.82,7.46,7.22
1782,FORMOSA TAFFETA,TW0001434009,3.09,5.87,3.76,2.97,3.97,4.1,4.98,5.73,8.96,10.46,6.12,10.17,14.71,14.97,15.74,17.94,17.57,16.23,17.97,21.83,24.2,24.71,25.15,25.49,23.59,21.05,15.59
1783,SHIHLIN ELEC.& ENGR.,TW0001503001,5.62,5.82,3.65,2.82,3.26,4.34,4.4,5.3,6.99,7.94,6.06,9.0,10.44,8.99,10.14,10.78,11.28,11.03,12.69,14.02,13.56,15.64,18.64,20.93,25.92,47.15,64.23
1784,TECO ELEC.& MACHINERY,TW0001504009,7.15,16.39,9.0,5.6,5.22,5.68,4.91,4.79,8.07,8.02,5.15,7.48,12.51,13.88,18.08,24.44,22.55,18.88,23.01,24.65,16.14,24.9,30.0,31.46,30.39,47.66,55.3
1785,WALSIN LIHWA,TW0001605004,5.64,12.8,8.05,4.84,6.52,6.98,8.6,7.25,10.94,10.14,3.86,7.91,14.56,8.97,8.38,7.73,7.57,5.37,10.58,15.4,15.93,14.48,18.81,29.88,61.87,39.91,25.97
1786,ETERNAL MATERIALS,TW0001717007,6.62,9.89,7.09,5.93,7.74,7.63,8.13,13.16,26.35,17.73,8.79,21.3,30.17,24.05,25.38,28.55,32.42,32.99,42.54,45.08,37.75,42.18,60.74,68.2,58.37,50.39,48.2
1787,TAIWAN FERTILIZER,TW0001722007,2.73,3.0,1.3,1.62,1.47,2.78,3.54,4.1,6.23,12.52,6.14,11.8,14.47,10.59,10.12,8.81,7.62,5.91,6.33,6.84,7.49,8.66,10.63,14.49,12.01,14.04,10.74
1788,CHINA STEEL CHEMICAL,TW0001723005,2.59,2.89,3.95,3.9,5.69,6.91,9.09,8.5,12.07,18.23,13.31,24.17,42.37,46.75,55.1,64.98,59.23,43.79,54.74,68.45,64.31,59.15,58.36,67.06,62.16,64.66,51.32
1789,SOLAR APPD.MATS.TECH.,TW0001785004,,,,,,,3.51,4.39,10.47,12.22,7.22,15.37,20.64,13.88,14.91,11.31,10.92,7.36,7.53,9.49,7.42,8.15,19.55,21.89,17.09,17.57,25.42
1790,TAIWAN GLASS IND.,TW0001802007,5.65,6.51,7.26,5.1,6.67,7.84,9.39,9.72,10.52,14.1,7.26,13.77,22.25,21.17,19.38,19.27,14.54,7.08,8.5,13.04,8.68,6.95,12.55,17.56,18.28,13.44,11.82
1791,YUEN FOONG YU PAPR.MNFG.,TW0001907004,1.33,2.07,1.35,1.0,1.9,2.22,2.79,1.99,2.49,2.47,1.4,2.65,3.65,3.47,4.09,4.21,3.73,2.85,3.38,4.53,3.81,4.5,9.77,13.69,10.86,12.26,11.71
1792,CHINA STEEL,TW0002002003,2.85,5.25,4.33,3.72,5.56,7.66,11.14,10.01,14.85,21.86,11.32,17.99,22.83,21.66,21.56,20.29,20.66,14.19,21.56,23.16,23.4,22.35,25.67,36.79,36.37,28.18,21.51
1793,TUNG HO STL.ENTER.,TW0002006004,1.32,1.87,1.18,0.79,1.36,1.58,3.06,2.88,5.04,7.98,3.66,6.54,7.42,6.44,6.88,6.26,5.78,4.38,6.05,8.14,6.21,7.62,12.38,19.67,16.86,21.71,20.76
1794,CHUNG HUNG STEEL,TW0002014008,0.86,1.49,0.61,0.61,3.14,2.76,4.48,1.87,4.09,4.34,2.71,3.81,4.26,2.63,2.61,2.14,1.73,1.27,2.87,3.33,2.87,2.31,3.88,10.24,8.2,6.58,5.15
1795,FENG HSIN STEEL,TW0002015005,1.32,2.25,1.26,1.14,3.6,4.15,7.01,5.02,9.24,12.92,8.74,13.6,17.48,16.5,18.13,18.15,14.05,14.07,20.4,28.7,27.53,27.2,38.15,51.44,42.66,42.21,41.29
1796,YIEH PHUI ENTERPRISE,TW0002023009,1.64,2.72,1.27,0.99,6.82,5.76,5.29,2.99,3.96,3.65,2.93,4.22,5.06,4.7,4.5,4.55,4.25,3.47,6.42,6.69,5.79,5.48,7.77,14.18,11.62,9.91,10.12
1797,NANKANG RUBBER TIRE,TW0002101003,3.52,3.41,3.41,3.41,3.41,1.49,1.58,1.62,2.62,3.92,1.34,4.58,5.54,6.22,5.61,5.67,5.05,4.04,4.81,4.7,4.47,8.31,7.51,9.07,6.34,7.37,7.65
1798,TSRC,TW0002103009,4.85,4.68,1.73,1.57,2.89,4.7,5.37,7.86,10.16,17.98,12.12,22.12,51.85,61.03,53.84,39.88,36.17,23.31,41.8,42.9,32.99,27.56,29.54,52.48,41.41,32.07,28.05
1799,CHENG SHIN RUB.INDS.,TW0002105004,4.36,4.62,3.53,3.92,8.06,9.03,8.93,6.28,8.87,14.42,7.86,23.75,36.47,47.33,61.5,69.16,68.85,47.47,61.8,57.48,47.85,45.51,54.42,46.21,44.9,58.41,63.79
1800,YULON MOTOR,TW0002201001,4.29,3.59,2.98,2.23,6.31,6.81,6.77,6.44,7.29,7.97,2.4,6.76,14.56,13.81,13.22,12.55,10.83,6.65,6.98,6.38,4.88,4.76,7.87,8.04,15.24,12.92,8.96
1801,CHINA MOTOR,TW0002204005,8.21,7.09,6.96,5.1,15.98,15.85,11.22,11.55,10.46,7.66,2.81,6.16,10.87,12.58,11.36,11.94,11.43,8.92,13.95,14.39,13.05,14.01,20.1,28.9,29.03,54.11,40.07
1802,HOTAI MOTOR,TW0002207008,2.02,2.69,2.29,1.71,3.46,5.13,8.39,11.44,11.52,14.4,7.98,12.36,18.31,32.46,52.63,82.04,101.5,71.97,83.11,96.99,76.36,167.72,174.67,186.31,196.31,187.47,174.22
1803,LITE-ON TECHNOLOGY,TW0002301009,4.32,6.82,7.88,14.23,12.51,13.57,14.18,19.76,21.68,17.92,8.49,18.35,20.68,21.55,25.84,27.92,24.88,23.82,35.41,34.33,37.98,42.74,58.97,73.55,77.16,129.1,122.48
1804,UNITED MICRO ELTN.,TW0002303005,23.68,82.3,44.75,38.15,20.25,31.62,24.21,23.08,26.37,18.9,8.18,18.78,24.9,22.42,17.63,18.87,23.34,19.6,18.97,26.89,20.78,29.05,115.84,130.83,115.14,113.24,94.37
