NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
IJM CORPORATION,MYL3336OO004,160.67,331.44,314.34,389.7,463.54,462.61,581.68,571.29,1268.98,1989.54,880.6,1769.38,2929.77,2732.56,2242.88,2503.02,2841.41,2942.91,2723.21,2809.54,1624.34,1813.45,1386.41,1236.79,1322.95,1701.31,1956.23
BERJAYA CORPORATION,MYL3395OO000,206.94,330.5,147.85,78.85,61.11,55.2,45.34,57.73,199.21,1164.78,443.48,1350.15,1563.3,1367.69,739.51,655.29,483.21,416.5,439.61,424.28,330.56,304.23,233.89,311.05,442.35,385.56,399.72
FRASER & NEAVE HOLDINGS,MYL3689OO006,159.42,173.82,201.73,350.86,311.46,386.51,478.45,589.32,743.43,853.9,882.48,1095.94,1767.9,2132.39,2140.4,2013.07,1869.79,1593.51,1949.96,2760.63,3040.96,2892.15,2874.74,2164.47,2194.11,2194.42,2065.43
MISC BHD.,MYL3816OO005,2277.79,3328.28,3670.9,3426.16,3670.89,5873.4,7831.23,9670.28,9563.87,11036.98,9105.4,7589.75,12158.58,8946.83,6393.28,8003.22,9535.4,9049.57,7385.85,8692.2,7388.78,8484.9,6809.64,7422.76,7705.99,6955.85,7311.64
PPB GROUP,MYL4065OO008,277.84,457.05,402.83,441.56,503.53,871.5,877.96,1302.3,1811.86,3920.5,3098.61,5435.51,6668.53,6755.23,4754.23,5455.47,4757.69,4609.57,4314.33,5336.66,6321.11,6417.95,6528.23,5397.4,5930.29,4397.43,3725.78
BRIT.AMER.TOB.(MALAYSIA),MYL4162OO003,1193.65,2141.48,2629.89,2648.66,2723.81,3287.35,3550.34,3140.42,3589.0,3706.44,3494.61,3527.85,4503.16,4701.3,5275.01,5187.58,5194.32,3934.64,2971.48,2467.86,2671.26,791.21,924.82,836.36,879.59,549.66,460.04
SIME DARBY,MYL4197OO009,1799.02,3090.98,2986.93,3035.89,3213.77,3368.79,3980.57,3993.35,5897.18,21915.7,9141.8,14920.31,18343.21,18475.38,17987.81,16290.55,16092.87,11383.44,13896.83,5178.26,3719.2,3521.41,3834.78,3498.1,3756.13,3540.21,3320.22
HENGYUAN REFINING COMPANY,MYL4324OO009,226.52,358.42,314.21,298.42,262.11,348.95,710.53,815.89,917.01,1029.2,717.75,943.35,1064.56,959.09,791.76,582.7,454.8,352.23,193.26,1051.06,352.29,249.39,377.55,291.0,269.19,196.53,135.42
UMW HOLDINGS DEAD - DELIST.19/02/24,MYL4588OO009,191.75,600.18,337.52,542.78,580.09,766.19,707.9,831.32,1400.65,2384.11,1679.63,2056.94,2739.78,2678.36,4564.9,4133.46,3510.04,1902.03,1476.21,2049.58,1665.73,1107.52,817.47,817.84,1031.82,1218.64,1297.52
YTL CORPORATION,MYL4677OO000,1263.89,2705.15,1884.88,1814.08,1358.17,1645.32,2199.68,2081.52,3557.82,3948.11,3212.71,4093.48,5067.58,4793.15,5702.39,4941.87,5209.63,3976.39,3748.66,4322.13,2930.08,2371.21,1771.49,1461.62,1492.72,5234.91,4665.07
NESTLE (MALAYSIA),MYL4707OO005,647.79,1184.84,1234.21,1203.35,1203.36,1369.97,1481.05,1563.13,1594.37,1920.63,1783.65,2276.69,3528.84,4331.87,4407.74,4734.15,4621.49,4125.41,4030.6,6991.27,8501.75,8162.47,7943.25,7395.52,7483.46,5946.11,4705.72
GENTING MALAYSIA,MYL4715OO008,1105.92,3993.87,2212.43,2298.62,3016.94,2959.47,2988.21,3639.13,5010.2,7028.83,3656.5,4771.96,6570.19,8048.58,7014.06,7736.4,6645.12,6181.48,6764.86,8462.19,4769.56,4344.56,3597.03,3873.09,3999.72,3487.24,2959.07
TELEKOM MALAYSIA,MYL4863OO006,4998.32,12989.41,10235.73,8084.86,6501.48,8072.39,9618.84,8727.15,10390.27,12016.17,3036.29,3278.38,4360.8,5700.63,6390.29,5890.18,7166.05,5894.79,5088.17,6003.03,2669.81,3505.77,5896.84,4562.15,4643.53,4800.36,5608.62
MALAYSIA AIRPORTS HDG. DEAD - DELIST.25/02/25,MYL5014OO005,,1013.16,547.11,743.95,474.74,497.89,486.32,583.66,722.75,1081.12,629.79,1500.81,2197.46,2058.98,2158.41,3115.64,2716.66,2444.91,2344.02,3918.04,3256.8,2673.9,2067.58,2259.56,2797.89,2794.64,4079.1
MAYBULK,MYL5077OO002,,,,,,591.58,511.58,456.47,740.46,1174.46,705.3,907.63,910.13,771.91,431.29,573.73,391.4,146.17,166.14,205.79,146.48,110.6,112.5,118.27,88.32,67.84,73.74
CAPITAL A,MYL5099OO006,,,,,,,1112.21,1061.75,955.06,1196.93,574.59,1090.14,2551.83,3405.36,2487.34,1878.12,2147.83,939.23,1918.76,3696.59,2480.37,1039.8,574.28,541.9,740.03,644.96,885.99
KLCC PROPERTY HOLDINGS STAPLED UNITS,MYL5235SS008,,,,,,,491.62,518.03,853.89,946.92,749.23,899.75,1031.2,1027.38,1891.0,3128.92,3433.52,3020.68,3211.57,3580.48,3437.88,3431.62,3137.96,2760.51,3010.31,2832.36,3300.03
TENAGA NASIONAL,MYL5347OO009,3939.19,9387.32,10299.89,8911.69,7820.51,7617.29,9091.13,9138.54,15332.1,12253.8,7073.57,10182.7,10960.53,10847.23,12506.69,19899.78,22555.78,17893.18,17095.0,23028.32,17910.32,17223.79,13625.14,12531.56,12912.59,13324.99,17640.18
GAMUDA,MYL5398OO002,251.25,919.13,735.21,950.62,1048.39,1200.2,1071.72,666.69,1804.54,3160.84,1054.28,1630.29,2614.57,2550.22,2502.45,3072.42,3281.53,2630.34,2675.0,3247.57,1663.04,2316.23,2069.49,1663.47,2369.77,2930.13,5272.16
PARKSON HOLDINGS,MYL5657OO001,12.52,27.72,13.17,10.13,6.49,8.85,15.63,7.87,22.62,2350.35,934.51,1681.08,2030.24,2058.04,1700.53,957.76,747.76,250.89,154.54,150.54,72.11,47.86,37.87,50.79,43.29,64.55,47.5
PETRONAS DAGANGAN,MYL5681OO001,289.37,569.93,402.61,562.09,738.55,928.09,1039.21,1022.46,1475.77,2502.43,2019.61,2518.91,3962.7,6036.11,7283.86,9066.22,4830.36,6110.65,5272.67,6511.44,6398.26,5336.74,4902.79,4604.7,5217.63,4528.4,4382.3
HONG LEONG BANK,MYL5819OO007,273.17,979.67,1254.74,1417.35,1736.61,2266.2,2328.58,2127.6,2776.07,2832.51,2228.9,3793.56,4859.44,7124.79,8616.01,7920.72,7264.7,6883.11,6477.68,10483.12,10923.25,8367.38,9272.23,10047.46,10486.33,8842.34,9823.75
PETRONAS GAS,MYL6033OO004,2907.72,3906.24,3827.3,3723.14,3827.29,3827.28,3723.14,4721.95,5030.9,6360.29,5363.47,5648.57,7268.64,10409.93,11820.21,13824.22,12108.02,10769.54,9231.7,9304.49,8734.23,7657.12,7925.68,8027.42,7959.67,7442.17,7605.4
CELCOMDIGI,MYL6947OO005,285.45,1322.37,1223.69,903.95,442.11,710.52,1134.87,1579.79,3320.94,5609.61,4408.47,4976.19,6504.04,10560.74,12311.91,10896.39,13736.99,9073.13,8804.88,9960.0,8845.56,8107.62,7324.2,7058.88,11880.72,10471.16,9883.29
KNM GROUP DEAD - DELIST.05/11/25,MYL7164OO006,,,,,,44.93,110.92,170.27,789.43,2299.83,476.46,867.59,970.33,378.08,230.19,273.83,268.81,245.98,173.02,146.28,52.06,170.35,133.32,118.61,60.64,77.2,54.25
SP SETIA,MYL8664OO004,60.64,320.03,244.43,280.34,355.82,551.42,685.78,626.16,1162.53,1559.11,928.08,1223.56,2141.85,2417.23,2153.85,2115.97,2465.85,1799.1,2186.59,2839.51,2483.76,1188.96,902.72,1195.47,676.69,821.08,1475.6
BANCO BBVA PERU,PEP116001004,315.72,350.9,354.51,289.1,349.18,445.4,773.24,1373.66,1891.58,2330.04,1735.19,4440.33,5172.67,4410.5,6238.8,5114.66,4296.19,2772.99,5724.59,5976.08,6293.28,5897.22,4305.66,3418.25,3300.16,3434.49,3520.2
SOCIEDAD MINERA EL BROCAL SAA,PEP617001008,,,137.37,104.59,85.09,191.35,259.73,250.72,1057.15,1027.78,471.61,1531.34,2175.18,2009.11,1394.96,442.4,367.7,196.4,371.76,566.99,234.4,209.93,227.14,299.36,250.36,265.45,403.11
NEXA RESOURCES PERU,PEP620001003,56.2,75.1,47.24,15.45,21.82,178.04,293.81,549.51,1318.87,1367.1,1628.91,2374.2,2695.38,2206.92,1184.71,747.3,894.42,536.12,1398.16,2205.64,1555.02,1320.19,1205.6,1239.95,681.39,562.42,546.55
MINSUR 'I',PEP622005002,115.92,161.79,140.41,107.67,198.96,335.61,520.7,510.99,918.0,833.51,423.37,883.88,1608.91,1104.31,893.87,527.55,518.1,134.79,418.6,552.39,427.5,455.84,594.12,1196.43,929.56,1049.27,1174.6
CERRO VERDE,PEP646501002,,,222.76,152.3,236.4,727.39,931.97,1774.78,4848.27,8331.32,3255.52,8163.3,18899.52,13599.67,13407.14,7701.23,7526.2,4974.29,8051.29,10116.61,7246.16,6441.02,7701.23,15052.4,11026.76,13302.13,13897.22
VOLCAN COMPANIA MINERA B PREF.,PEP648014202,53.22,111.67,129.42,46.78,26.9,108.0,179.45,373.19,1274.23,1621.65,306.11,1647.66,2286.95,2488.53,2117.35,889.1,399.14,176.23,614.55,971.65,550.76,333.18,483.34,437.24,325.74,214.94,127.6
ORYGEN PERU,PEP700511004,,,,145.56,572.49,684.85,1012.26,867.81,989.35,1023.37,738.31,1070.57,1716.83,1595.08,2401.23,1982.13,2840.4,1759.78,2289.7,1707.93,1706.51,2002.96,1833.01,1273.75,1782.05,1756.56,2084.64
ENGIE ENERGIA PERU,PEP702101002,,,,,,,,488.61,716.86,937.94,738.2,842.13,1464.25,1338.59,1955.34,2025.7,1955.12,1204.98,1651.03,1354.65,1014.04,1390.61,1206.24,970.18,826.95,741.63,636.28
ABOITIZ EQUITY VENT.,PHY0001Z1040,211.13,304.35,172.75,185.98,240.77,325.2,375.07,500.15,913.64,942.07,665.98,1178.66,4389.11,5615.68,7562.81,6263.45,7257.61,6606.96,8383.88,8242.16,6903.36,5521.26,4979.9,6893.7,6195.39,4772.75,2971.84
ABOITIZ POWER,PHY0005M1090,,,,,,,,,,854.93,609.17,1459.66,4652.47,5233.35,6941.9,5713.14,7333.6,6395.43,6270.19,5861.72,5522.82,4633.97,3974.1,4930.24,5200.02,4812.06,4875.96
ALLIANCE GLOBAL GP.,PHY003341054,,113.69,92.43,88.2,75.42,77.52,79.02,486.98,403.0,1090.38,361.59,943.05,2626.12,2579.79,4829.0,6118.58,5931.61,3106.74,2610.12,3090.86,2665.54,2033.41,2017.68,2384.8,2177.68,1853.06,1047.23
AYALA,PHY0486V1154,3281.83,3148.91,2362.01,1753.05,1158.01,1393.0,2401.6,2225.87,4625.76,4828.48,1975.4,2914.68,4057.76,5234.88,8045.31,6957.96,10031.63,8700.5,9996.37,12672.42,11361.26,8830.17,10223.41,10659.22,8336.57,7447.0,5814.0
AYALA LAND,PHY0488F1004,2706.55,1903.66,1405.36,1320.73,976.2,1140.93,1786.19,2334.11,3834.0,4425.72,1765.89,2934.7,4429.36,5797.48,10818.6,8334.93,11949.67,9817.6,10437.25,13117.12,12681.07,11862.29,12047.96,10724.59,8319.84,8949.81,6000.35
BDO UNIBANK,PHY077751022,,,,,298.94,279.58,503.86,667.59,1086.47,2984.12,1073.46,1740.45,2967.98,3754.59,6910.14,6191.26,9083.98,7634.29,9828.18,13030.06,11725.13,12459.4,9608.1,12002.37,12269.61,13988.03,12311.25
BANK OF THE PHILP.ISLE.,PHY0967S1694,2008.37,2034.01,2185.31,2063.15,1248.14,1618.31,2285.5,2553.36,4026.05,3973.22,2312.79,3115.32,4237.74,5183.48,8981.53,7650.05,8719.44,7353.86,7199.98,9193.86,7930.79,7250.87,7805.17,8894.52,9219.88,10917.09,10783.22
GLOBE TELECOM,PHY272571498,251.73,542.07,986.8,1766.26,1535.23,2197.12,2392.17,1937.66,3824.07,5228.02,2329.78,2625.23,2362.83,3678.77,3854.35,4964.34,5330.28,5201.3,4516.9,4903.99,5273.22,4980.73,5681.65,8298.03,5805.77,4456.05,5438.56
INTL.CTNR.TERM.SVS.,PHY411571011,148.98,146.93,60.95,138.69,102.24,132.68,308.54,535.69,1145.63,1869.1,422.3,827.54,1833.08,2622.87,3626.59,4309.53,5174.32,2420.74,3158.63,4347.41,4178.74,5039.51,5080.35,7995.49,8220.16,9010.07,11777.57
JOLLIBEE FOODS,PHY4466S1007,389.77,316.83,223.9,260.1,301.11,333.36,469.04,723.95,913.13,1216.01,856.38,1171.58,1706.31,2434.47,2804.63,3542.02,5460.81,4637.06,4455.36,6199.42,6666.15,4217.88,4144.94,5314.57,5028.31,5202.29,4311.02
MANILA ELECTRIC,PHY5764J1483,1159.65,1204.77,644.75,323.35,100.77,192.23,186.91,162.48,874.08,2295.9,1401.6,3743.31,5897.08,7391.37,8283.51,6242.03,6969.37,7199.27,6431.24,7362.16,7997.37,5744.73,6680.49,7268.9,6133.16,7315.16,8644.82
MEGAWORLD,PHY594811127,43.44,168.76,153.33,138.36,98.8,180.65,235.82,302.89,1186.79,1478.04,249.31,630.16,1259.44,1045.34,2424.15,2520.79,3745.13,2315.84,2364.83,3106.81,3252.95,2429.97,2561.06,1978.45,1302.26,1098.35,971.14
METROPOLITAN BANK AND TRUST,PHY6028G1361,2066.33,1863.27,1560.3,1323.46,923.99,758.01,936.06,972.5,2319.39,1829.58,871.16,1539.18,3068.38,4007.55,5508.64,4582.47,5824.49,4861.83,5173.37,6091.2,6412.37,4960.74,4366.38,5246.76,4978.1,4587.48,5143.63
PETRON,PHY6885F1067,1082.2,645.76,348.22,346.89,292.07,468.46,665.08,855.14,885.53,1273.16,1002.05,1030.9,3006.34,2583.51,2634.84,2882.58,1991.81,1276.19,1750.29,1785.04,1344.43,632.82,690.69,607.93,449.21,563.21,381.91
PLDT,PHY7072Q1032,2906.01,2845.26,3180.86,1743.27,931.77,2462.35,4335.53,6270.77,9969.78,13935.49,8251.94,10411.11,10406.02,14165.76,14968.11,12705.66,14485.26,9728.16,6295.83,6540.01,5431.38,4260.31,6402.98,7872.73,5846.28,4967.77,4824.15
SAN MIGUEL,PHY751061151,2094.41,2295.17,1830.82,1528.37,1808.28,1744.7,1829.7,2311.81,2517.57,2537.12,1610.63,2201.83,8846.09,6301.74,6559.63,2879.39,4147.62,3536.65,4725.02,7024.2,7582.31,6393.91,6350.44,5137.2,4648.7,4603.27,2925.52
SM INVESTMENTS,PHY806761029,,,,,,,,2371.39,4722.89,4526.1,2497.11,4084.02,6521.03,9716.75,14571.01,12294.19,16421.13,13958.86,16824.45,24105.68,23408.97,23100.75,25219.75,22772.47,21106.52,19970.1,16017.3
SM PRIME HOLDINGS,PHY8076N1120,1854.74,1612.35,1414.82,1335.02,976.49,1063.83,1518.08,1526.3,2550.12,3035.13,2067.21,2644.02,3272.54,5204.57,7674.2,9350.01,12231.92,12801.37,17441.18,20702.24,21643.28,22107.68,22237.9,20480.52,19790.95,17349.23,11518.22
UNIVERSAL ROBINA,PHY9297P1004,192.97,267.19,182.18,149.8,92.57,169.4,288.77,689.0,832.62,702.29,319.44,816.51,1757.99,2632.73,4718.85,5621.62,10178.68,8863.06,7175.92,6946.08,6330.16,6263.52,6605.61,5469.92,6020.93,4315.28,2116.17
PAKISTAN STATE OIL COMPANY,PK0022501016,139.56,560.03,361.46,278.38,538.47,859.39,918.22,1160.27,969.74,1203.12,259.49,610.4,567.53,478.29,483.09,809.0,1043.07,862.49,1254.74,945.4,699.06,615.2,743.68,511.94,226.11,276.28,601.13
FAUJI FERTILIZER COMPANY,PK0053401011,202.05,323.25,216.58,217.48,336.73,476.94,775.39,1102.83,921.48,983.49,553.16,846.04,1176.74,1732.62,1550.38,1372.75,1662.13,1346.52,1380.95,1025.94,977.38,859.96,875.69,782.9,482.53,518.27,1959.49
JAHANGIR SIDDIQUI & COMPANY,PK0060301014,,4.32,9.19,12.47,11.64,43.89,53.02,111.07,95.23,1595.98,283.11,252.18,95.17,57.16,127.31,88.77,146.65,153.67,230.39,166.92,99.15,66.58,169.95,76.14,36.1,53.15,70.52
NATIONAL BANK OF PAKISTAN,PK0078001010,,,,,156.41,420.63,841.36,2510.82,3413.17,2942.8,652.92,1024.01,1200.91,809.61,980.61,1181.47,1446.33,1147.06,1546.99,951.76,729.7,592.55,554.54,433.79,197.52,216.94,537.51
UNITED BANK,PK0081901016,,,,,,,,1120.44,1855.48,2232.49,444.09,842.73,935.58,779.69,1150.96,1566.53,2163.86,1788.1,2704.07,2106.52,1387.79,1325.09,1043.77,979.51,458.51,799.99,1815.8
BANK HANDLOWY W WARSZAWIE,PLBH00000012,740.18,1062.8,983.69,1787.14,2037.16,2036.9,2616.41,2922.38,3941.4,4937.59,1267.33,3394.49,4405.36,3144.54,4081.43,4329.87,3860.04,2414.17,2573.22,3325.35,2458.15,1881.63,1346.21,2189.19,2445.04,3464.26,3079.79
BANK MILLENNIUM,PLBIG0000016,398.94,1304.73,658.48,746.97,598.99,540.56,880.5,1582.76,3274.32,2817.09,489.35,1785.15,2242.31,1568.55,1866.79,3354.59,2468.23,1549.25,1791.46,3406.34,2895.88,1796.92,1256.41,2609.21,1431.22,2598.57,3025.39
ING BANK SLASKI,PLBSK0000017,441.24,617.26,631.88,1063.55,1042.98,1340.29,1673.57,2422.83,3554.77,3243.67,1024.37,3167.99,3940.49,3368.46,3721.72,4977.33,4801.74,3548.8,5445.69,8530.39,6650.03,6758.24,5969.16,8913.01,5215.63,9354.36,8945.59
BUDIMEX,PLBUDMX00013,81.29,124.32,137.47,187.35,179.42,253.39,418.58,379.06,891.05,908.48,403.85,663.71,883.34,678.68,566.64,1082.98,1080.09,1234.52,1438.92,1488.64,750.18,1168.63,2212.56,1530.41,1705.81,4321.42,2960.85
SANTANDER BANK POLSKA,PLBZ00000044,,,,1055.11,1346.42,1526.02,2236.42,3595.61,6463.19,5742.8,1727.57,4613.73,5630.2,5264.59,7658.92,11695.68,8802.82,5946.2,8176.76,12462.4,10332.61,7692.16,5195.83,9189.92,6856.48,12638.79,12303.17
CIECH DEAD - DELIST.07/03/24,PLCIECH00018,,,,,,,,321.97,711.07,1188.5,183.72,294.21,428.98,316.66,378.62,521.06,707.4,1045.34,943.4,950.83,745.36,541.42,477.93,565.11,581.61,697.32,682.24
GLOBE TRADE CENTRE,PLGTC0000037,,,,,,,682.4,1305.57,3718.91,3507.67,777.28,1787.02,1621.95,699.11,913.62,760.92,454.6,804.57,980.78,1382.39,1206.03,1176.23,878.09,982.11,834.46,762.71,551.25
KGHM,PLKGHM000017,783.89,1394.63,1240.69,788.8,720.99,1631.69,1808.05,4656.5,5850.27,7895.86,1653.48,7007.33,12299.05,9047.8,12435.66,6953.04,5813.59,2785.28,6293.08,6482.12,5132.88,4762.62,9820.22,7198.4,6609.13,5544.89,6006.36
GRUPA LOTOS DEAD - DELIST.12/08/22,PLLOTOS00025,,,,,,,,1849.82,1734.75,1818.01,235.16,1278.64,1930.55,1070.47,1701.75,1501.57,1233.76,1167.65,1789.17,3142.27,4628.89,3539.04,2062.52,2523.91,3412.03,3646.24,3567.42
POLIMEX MOSTOSTAL,PLMSTSD00019,27.06,32.9,22.15,17.1,10.57,29.81,179.7,306.36,989.36,1471.57,302.03,715.86,690.54,304.95,245.63,60.84,93.99,100.95,114.01,340.69,184.9,149.69,302.84,226.12,285.8,247.18,159.25
BANK POLSKA KASA OPIEKI,PLPEKAO00016,1892.33,2040.7,2870.75,4001.51,3749.02,4995.56,7212.26,8951.13,14432.69,21632.5,7736.58,15438.14,15995.05,13215.38,13333.85,15403.37,12887.85,8802.95,8923.35,10470.82,7852.97,6759.82,4614.17,8954.92,5662.15,10484.4,10100.68
POLISH OIL AND GAS DEAD - DELIST.18/11/22,PLPGNIG00014,,,,,,,,6523.52,7903.51,10649.52,6362.31,7813.87,7652.61,7016.13,10844.53,9032.57,6946.47,7169.01,8209.83,11374.8,11675.1,5287.03,8986.06,7647.66,6949.46,7426.49,7265.95
ORLEN,PLPKN0000018,,2473.09,2262.47,2299.97,1913.9,2967.14,5377.2,8593.45,6710.48,7228.4,2603.83,5125.03,7036.55,5231.53,6961.47,5292.96,6125.23,6402.96,8761.12,13178.75,12018.49,8029.27,6775.39,7569.65,17238.77,19071.32,15020.82
PKO BANK,PLPKO0000016,,,,,,,8521.82,10235.45,15981.85,18594.01,7502.85,17080.36,18709.22,14172.59,14180.02,16186.56,11641.44,7240.93,9590.05,16802.73,13307.22,11141.49,9910.77,15268.66,9447.05,16708.3,20078.18
STALPRODUKT,PLSTLPD00017,16.79,13.35,20.86,18.65,18.82,47.53,169.97,211.81,1698.9,2145.05,470.03,1142.76,714.45,588.15,420.14,412.9,620.29,399.15,849.25,885.13,491.32,284.14,465.65,404.46,393.71,322.52,304.64
ORANGE POLSKA,PLTLKPL00017,9997.23,9530.78,9275.37,5253.9,4700.75,5856.42,8845.85,10039.59,12327.44,13604.29,7712.04,7417.26,7935.09,7223.07,5270.13,4390.82,3168.58,2060.0,1727.43,2289.4,1984.33,2318.53,2311.67,2602.77,2137.57,2896.33,2496.49
MMC NORILSK NICKEL,RU0007288411,,,,3514.06,5234.29,14862.78,12575.12,18595.21,33700.69,47836.66,7805.64,30252.85,49143.63,36572.37,38133.25,23821.55,25984.53,17910.28,27199.19,32237.23,32674.53,50787.81,51812.41,43642.39,32973.24,26896.52,21500.46
URALKALI,RU0007661302,,,,,,,,,,14905.29,2334.93,9327.87,16691.91,22741.06,23144.97,14330.93,7060.62,6319.04,8304.07,6027.46,3892.51,5495.87,1996.13,1979.32,2148.11,1665.88,1513.91
GAZPROM,RU0007661625,,,5823.13,13939.16,16841.64,35466.98,65712.22,186286.28,258268.31,295245.26,76389.91,151074.53,168464.09,147112.44,112749.39,94933.86,47619.25,39782.34,59041.17,60409.52,58990.05,84741.2,67096.94,102922.46,53239.87,42933.31,28870.85
ROSTELECOM,RU0008943394,451.68,1418.18,736.94,779.66,872.93,1576.54,1390.88,1682.69,5876.05,8486.47,6065.79,3822.33,4175.18,14941.67,12074.93,4976.14,3283.32,2841.15,3624.33,3006.96,2842.19,4527.47,4441.99,3195.43,2775.37,2743.37,3059.52
NK LUKOIL,RU0009024277,2407.94,8132.78,7420.36,11842.57,11794.81,21474.51,26597.18,65510.41,69149.34,60476.82,26978.27,48318.0,56479.77,50668.21,57356.34,47336.26,34050.98,26871.49,47964.11,57230.45,60867.3,74143.52,50518.45,63933.1,38620.08,54374.44,51178.26
SBERBANK OF RUSSIA,RU0009029540,113.93,555.11,355.68,1571.24,3646.27,5554.43,9886.35,28687.13,65802.56,79567.12,9478.6,63106.37,76474.29,66353.03,78301.13,57820.91,19294.52,25844.91,62531.66,98434.02,71232.51,86216.77,75087.88,73847.26,48961.95,65901.25,69110.45
TATNEFT,RU0009033591,,,,1111.32,1686.12,2708.41,3527.07,9957.49,9538.7,10977.27,3614.51,10296.88,12580.11,12916.33,16153.89,11874.74,9038.89,8978.91,14785.38,22353.93,26860.4,25749.43,14376.29,14035.34,10121.76,16989.69,15186.39
SEVERSTAL,RU0009046510,,,,,,,,6802.98,13063.79,22112.71,2642.84,11877.16,18963.24,14433.71,10484.82,6639.54,7876.58,6740.2,13366.7,13627.64,12969.72,11910.98,14251.26,17214.44,11882.97,15042.88,15422.41
GAZPROM NEFT,RU0009062467,,1667.67,1466.14,4110.46,9084.08,14507.25,15275.1,22779.66,21041.02,26173.18,9778.69,24153.96,22117.41,23562.9,23187.57,18708.68,10760.14,8728.23,18412.48,23836.14,24988.11,33013.32,20102.02,31820.93,29870.77,42784.01,34859.73
MAGNITOGORSK IOSTL.WORKS,RU0009084396,,,,,,,,6231.19,9544.92,11867.62,2008.34,10710.39,13113.6,5255.17,3997.84,2191.83,2140.68,2682.06,7729.39,8885.99,7455.09,7933.49,7829.16,8985.45,6032.23,7297.52,6255.94
TMK OAO,RU000A0B6NK6,,,,,,,,,,8105.11,827.72,3911.47,4935.76,2780.47,2950.16,2485.87,655.21,671.65,1364.5,1547.01,846.41,904.24,811.19,1025.08,1285.03,2657.92,2255.14
NOVATEK,RU000A0DKVS5,,,,,,,3363.78,8305.79,17326.25,20658.35,5583.03,18749.41,33219.21,40246.57,34398.13,33379.1,20862.29,23956.16,37964.15,39439.32,52122.73,54429.66,53620.23,64152.64,44391.35,48346.39,33166.48
SISTEMA JSFC,RU000A0DQZE3,,,,,,,,,,15654.63,1264.76,8554.43,9459.39,8345.45,8561.1,11591.3,1973.69,2160.15,3832.42,2052.05,1403.34,2792.09,4249.68,2558.62,1777.63,1846.32,2565.98
OC ROSNEFT,RU000A0J2Q06,,,,,,,,,84878.19,77737.62,32498.64,85149.25,92873.24,81296.3,92951.46,71661.1,35568.92,36533.57,70573.07,63835.47,66608.18,79985.69,67523.49,79970.77,51573.74,68271.37,60040.35
VTB BANK,RU000A0JP5V6,,,,,,,,,,27532.16,4127.55,26360.16,36524.68,25164.99,19661.27,16602.01,12633.18,11627.85,15008.16,11299.73,7495.99,9405.46,6328.44,7202.66,5254.6,7238.89,5415.69
FED.HYGN.CO. RUSHYDRO,RU000A0JPKH7,,,,,,,,,,,3915.81,11685.22,14983.15,11251.78,7974.46,4992.79,2873.23,3199.87,7573.42,5497.89,3439.45,4845.78,4543.72,4176.11,4924.99,3760.01,2898.4
BANGKOK BANK,TH0001010006,1855.57,2378.84,1427.9,1630.36,1918.33,4526.08,5360.22,5429.59,5936.19,6899.07,3820.41,6423.3,9647.8,9639.99,13771.84,10197.49,11106.09,7926.82,9553.05,12774.27,13116.04,8784.75,7226.0,7817.0,9403.37,7581.21,8554.17
SIAM CEMENT,TH0003010Z04,1802.45,2003.99,883.75,1698.92,3655.22,7160.52,7988.04,7436.19,7942.93,7726.64,3396.71,7786.33,12208.01,13441.24,17959.73,14861.14,17906.05,13758.4,17588.94,18814.55,17794.83,13825.73,15328.95,13875.36,12371.98,9395.75,5324.71
KASIKORNBANK,TH0016010009,1696.0,2627.49,1485.44,1259.67,1689.81,3180.83,3420.12,4082.03,4255.71,6214.84,2993.71,5904.61,9149.68,10071.99,16463.69,12385.82,16239.19,11042.73,12932.85,17541.43,15373.77,10629.01,10456.67,10845.71,10512.2,8249.11,11182.14
SIAM CITY CEMENT,TH0021010Z06,489.8,977.26,743.54,816.79,1319.78,1466.27,1651.17,2374.6,1883.02,1832.19,855.61,1506.26,1617.04,1988.02,3210.73,2499.31,2965.92,1755.87,1843.02,2554.55,2266.66,1779.03,1391.48,1444.68,1449.83,1145.5,1414.25
BANK OF AYUDHYA,TH0023010000,312.93,676.44,401.75,235.05,321.95,784.9,970.25,1217.91,2612.92,4252.98,1510.94,3501.32,5018.32,4660.31,6777.35,6176.47,15131.59,6273.79,8180.64,11193.04,8991.94,6628.41,7728.06,8029.1,7179.9,5582.03,5079.64
TMBTHANACHART BANK,TH0068010Z07,248.54,384.57,441.43,262.34,169.1,961.46,1426.38,1602.79,938.89,1576.94,653.19,1579.49,2877.0,2423.74,3390.46,3044.3,4130.5,3107.49,2973.16,4051.48,3083.22,4341.55,3537.07,4044.14,4280.33,4930.93,5667.35
THANACHART CAPITAL,TH0083B10Z02,283.78,460.87,311.54,378.09,445.31,479.34,506.11,484.16,452.62,587.1,280.16,820.76,1328.17,1154.47,1715.19,1212.07,1304.49,1313.19,1642.8,2239.54,2020.06,1968.58,1262.95,1420.87,1502.66,1502.26,1540.71
